CustomerID,First_name,Last_name,Age,Gender,Country,City,Email,Phone,Signup_Date,Last_Purchase_Date,Total_Purchase_Amount,Num_Orders,Product_Category,Rating,Loyalty_Tier,Annual_Income,Discount_Used,Churn_Status
CUST091560,Kevin,Curry,31,M,UK,Kevinfurt,michellebowers@example.com,3942357669,2024-06-29 01:51:57.667176,2024-07-30 19:11:30.450904,344016.0,480.0,Electronics,1.0,Silver,159900.45,Yes,1
CUST042612,Eugene,Thompson,47,F,PK,East Kathleenshire,tyler70@example.org,(466)5011508,2021-07-22 14:47:32.308523,2022-02-17 12:15:29.241292,158991.0,1380.0,Clothing,,Gold,138568.83,No,0
CUST051836,Sean,Lane,65,F,USA,West Kyleburgh,kathrynorr@example.org,8762559414,2022-02-09 17:11:20.298802,2022-08-05 00:50:17.118171,28979.0,920.0,Beauty,5.0,Silver,83190.5,No,1
CUST027155,Samuel,Travis,43,F,USA,New Johnbury,qrivera@example.org,+15987244615,2020-08-17 22:48:07.732877,2021-05-11 02:36:17.949779,37334.0,1030.0,Electronics,1.0,Bronze,119779.23,Yes,1
CUST066263,Nicholas,Smith,55,M,UK,Robinsonbury,anthonypatterson@example.com,8443475729,2022-12-22 19:33:30.656106,2023-04-25 14:51:08.310683,447371.0,710.0,Food,5.0,Platinum,,Yes,1
CUST062530,Brianna,Williams,57,M,UK,North Daniel,mary77@example.com,4388732294,2022-10-02 00:34:41.396813,2023-02-16 09:59:24.359643,1799.0,1270.0,Books,1.0,Gold,191170.85,Yes,0
CUST090512,Barbara,Johnston,70,M,PK,New Daniellestad,donald30@example.net,3188520077,2024-06-06 02:46:48.676086,2024-07-11 15:39:36.563765,149793.0,100.0,Electronics,5.0,Gold,111253.53,Yes,0
CUST003031,Kelly,Herring,40,F,UK,Tinafurt,oholland@example.net,+15072009671,2019-03-08 09:18:40.079200,2020-02-25 08:36:27.669876,499376.0,550.0,Electronics,3.0,Bronze,142493.8,Yes,0
CUST095254,Christopher,Alexander,50,F,PK,Hendersonview,coxchristopher@example.com,(959)9707282,2024-09-18 00:20:18.252182,2024-10-06 06:57:11.194311,292735.0,990.0,Food,,Gold,129140.86,Yes,0
CUST045609,Michelle,Bennett,53,F,USA,Vanessaland,,0012606808583,2021-09-26 06:45:01.971019,2022-04-13 06:23:44.966249,313148.0,1350.0,Food,1.0,Silver,106669.55,Yes,0
CUST054176,Anthony,Roberts,49,M,PK,West Kenneth,sara52@example.org,7985282371,2022-04-01 23:40:00.756007,2022-09-16 18:53:29.576095,388076.0,1220.0,Clothing,,Gold,190861.48,No,0
CUST022804,Kyle,Flores,72,F,USA,South John,xterry@example.net,(389)9888476,2020-05-14 14:50:57.942579,2021-02-20 14:45:33.939339,356.0,1080.0,Clothing,2.0,Silver,118956.92,Yes,0
CUST077579,Anthony,Marsh,34,M,PK,Johnport,samanthaeverett@example.com,3138758364,2023-08-27 18:01:24.456844,2023-11-18 08:44:29.786697,155604.0,1460.0,Books,2.0,Gold,47546.43,No,1
CUST090586,Gary,Bowman,71,F,PK,New Gina,ronald57@example.org,2396013309,2024-06-07 17:41:33.852938,2024-07-13 00:06:28.803888,410199.0,670.0,Books,2.0,Gold,113351.64,Yes,1
CUST052204,Anna,Gonzalez,34,F,PK,Brianburgh,max31@example.com,(639)5820417,2022-02-17 18:42:00.097200,2022-08-11 18:12:01.231212,462643.0,1210.0,Electronics,,Platinum,196700.09,Yes,1
CUST021651,Christine,Logan,33,F,UK,New Sue,mreeves@example.com,0016978184211,2020-04-19 08:32:59.443794,2021-01-30 13:11:12.954729,190642.0,940.0,Electronics,,Silver,144173.28,Yes,1
CUST019517,Bradley,Reilly,39,F,UK,Sarahside,misty61@example.com,(470)4210924,2020-03-03 14:23:45.830258,2020-12-22 13:27:40.516605,300429.0,920.0,Books,4.0,Silver,44038.34,Yes,0
CUST041740,Samantha,White,59,M,PK,North Benjaminfurt,lestersteven@example.net,7272938417,2021-07-03 12:15:18.873188,2022-02-01 13:53:59.060390,492788.0,750.0,Beauty,2.0,Gold,150113.27,Yes,0
CUST035162,Briana,Wagner,49,F,GB,Hensleyville,donaldsmith@example.net,5664987664,2021-02-09 09:14:42.476824,2021-10-04 09:32:58.039780,179762.0,770.0,Electronics,,Gold,118045.88,No,0
CUST000402,Amanda,Alvarado,36,M,UK,New Zoe,melissawilliams@example.net,0013339543025,2019-01-09 18:51:50.215102,2020-01-08 07:49:56.057960,135045.0,10.0,Electronics,,Gold,135637.81,No,0
CUST051183,Jeff,Leach,44,F,UK,Rachelton,,8305849604,2022-01-26 09:48:43.265232,2022-07-24 02:30:28.026280,207865.0,560.0,Electronics,5.0,Gold,128990.86,Yes,0
CUST048054,Tony,Richards,38,F,USA,South Garyport,paynebrenda@example.org,6418194679,2021-11-18 20:26:31.935919,2022-05-27 22:29:24.521645,399945.0,1240.0,Electronics,3.0,Silver,39250.81,No,1
CUST014833,Donna,Evans,33,M,UK,Carlosstad,jonesgene@example.com,(206)5210800,2019-11-21 23:20:12.744127,2020-09-27 23:36:01.425614,288776.0,1230.0,Clothing,5.0,Silver,31823.16,No,0
CUST090156,Christine,Gregory,46,M,GB,Lake Derekborough,lawrencerandy@example.org,2029917395,2024-05-29 07:34:45.392853,2024-07-05 03:33:34.976149,226159.0,330.0,Food,,Bronze,190960.04,No,1
CUST090766,David,Duke,31,F,USA,Stevetown,ramirezmaria@example.net,6415977864,2024-06-11 16:20:41.580415,2024-07-16 07:02:06.685266,109169.0,1410.0,Clothing,3.0,Platinum,38329.99,No,1
CUST063769,Luis,Chaney,41,M,PK,North Caitlin,martindennis@example.com,6742284329,2022-10-29 04:06:01.587615,2023-03-11 01:16:20.109801,302044.0,680.0,Food,3.0,Gold,27205.45,Yes,1
CUST046895,Janet,Landry,30,F,PK,Danielleview,jeremiahmurillo@example.com,2447066054,2021-10-24 10:59:15.179551,2022-05-06 18:17:12.274322,141065.0,1470.0,Food,5.0,Gold,152933.21,No,0
CUST059697,Matthew,Thomas,26,M,PK,Coleborough,ashleybrown@example.net,9545184330,2022-07-31 22:51:30.774907,2022-12-26 15:45:49.815498,284795.0,500.0,Electronics,4.0,Silver,132012.87,Yes,1
CUST086742,Debra,Jenkins,25,F,PK,Cannonshire,andrewshelton@example.org,9004275100,2024-03-15 12:20:36.828368,2024-05-03 18:34:26.492664,303201.0,540.0,Food,4.0,Platinum,65264.89,Yes,1
CUST038891,Tiffany,Potter,34,M,UK,West Steven,kyle22@example.org,6476505095,2021-05-02 02:07:19.564395,2021-12-11 12:39:27.815678,32372.0,530.0,Beauty,2.0,Platinum,70626.09,Yes,1
CUST077122,Crystal,Schmidt,53,F,PK,North Laura,sydneyortiz@example.net,+12877251272,2023-08-17 17:42:43.837638,2023-11-10 00:21:15.276752,203102.0,220.0,Books,3.0,Silver,184214.81,No,0
CUST062584,Mr.,Andrew Stevenson,26,F,UK,East Jennifer,angelasmith@example.org,+19332383607,2022-10-03 04:58:25.715057,2023-02-17 09:40:05.724057,37255.0,580.0,Food,2.0,Gold,154117.93,Yes,1
CUST013837,Shannon,Green,24,F,UK,Amychester,samantha34@example.com,(317)3094698,2019-10-31 03:35:41.985419,2020-09-09 18:52:11.815318,6264.0,1240.0,Food,5.0,Bronze,93362.21,Yes,1
CUST052936,Chad,Bean,59,M,GB,Johnsontown,kathyalvarez@example.net,7825187875,2022-03-05 19:37:07.522275,2022-08-25 03:10:15.282152,59578.0,800.0,Electronics,1.0,Platinum,62480.1,Yes,0
CUST086172,Cynthia,Copeland,28,F,PK,North Jeremy,bridgeslauren@example.com,+13294219162,2024-03-03 00:36:42.358023,2024-04-23 08:38:16.534965,273229.0,400.0,Electronics,2.0,Bronze,68134.92,Yes,0
CUST089816,Christopher,Lucas,69,F,PK,Jessicabury,brian75@example.org,0013855441156,2024-05-21 20:47:30.796507,2024-06-28 22:28:30.089100,383557.0,220.0,Food,1.0,Bronze,57828.91,No,0
CUST089482,Maria,Oliver,36,F,USA,Kimberlystad,tiffany24@example.org,9625577301,2024-05-14 13:09:34.457744,2024-06-22 20:01:16.464764,489236.0,320.0,Beauty,4.0,Silver,36276.14,Yes,0
CUST094210,Jason,Knapp,49,M,PK,South Frank,hharvey@example.net,(429)7640999,2024-08-26 03:21:21.432814,2024-09-17 05:10:31.482314,424673.0,1450.0,Electronics,4.0,Bronze,137412.3,Yes,0
CUST009148,Dean,Brooks,28,F,USA,East Rachel,aclarke@example.com,(413)2828487,2019-07-20 09:54:23.684636,2020-06-16 02:49:00.005400,439568.0,720.0,Food,3.0,Gold,30930.69,Yes,1
CUST014737,Michael,Huff,55,F,PK,North Jessemouth,ryantorres@example.org,0015669161879,2019-11-19 20:51:20.622806,2020-09-26 05:30:21.222212,412651.0,1440.0,Clothing,4.0,Bronze,131214.93,No,0
CUST055971,Scott,Washington,18,M,PK,Josephbury,jeansmith@example.net,+13169383851,2022-05-11 07:33:32.816128,2022-10-19 13:58:15.670956,61529.0,1060.0,Food,3.0,Bronze,141051.27,Yes,1
CUST089605,Krista,Butler,74,F,USA,West Elizabethborough,msimmons@example.org,5424106503,2024-05-17 05:50:18.738187,2024-06-25 01:57:17.350373,152431.0,400.0,Food,3.0,Bronze,30969.23,No,0
CUST047409,Ashley,Hensley,49,F,GB,Marshallbury,david98@example.net,8395498982,2021-11-04 17:16:19.245792,2022-05-16 03:40:03.780037,460964.0,810.0,Books,4.0,Gold,,No,0
CUST035833,Corey,Walton,55,F,UK,New Angela,daniel10@example.com,(583)6342298,2021-02-24 02:05:14.283142,2021-10-16 15:46:20.919809,3157.0,790.0,Books,1.0,Gold,150203.89,No,0
CUST099967,Amy,Vega,39,M,USA,Brianaville,beanholly@example.net,(287)9803063,2024-12-30 06:38:49.583295,2024-12-31 09:31:48.055080,296173.0,150.0,Clothing,3.0,Silver,176041.95,Yes,0
CUST017959,Michelle,Scott,39,M,UK,Lake Lynnport,judy06@example.net,0018782802804,2020-01-29 11:07:44.944649,2020-11-24 02:18:09.298892,234122.0,1270.0,Clothing,1.0,Silver,93186.91,Yes,0
CUST026108,Jose,Wright,18,F,PK,East Carol,ncooke@example.com,7284482268,2020-07-26 00:14:31.784717,2021-04-21 23:30:42.606426,280927.0,980.0,Electronics,4.0,Bronze,61291.03,No,1
CUST041442,Martin,Lynch,69,F,USA,Younghaven,,(333)5391844,2021-06-26 23:33:12.079920,2022-01-27 03:13:53.012330,100935.0,510.0,Books,4.0,Silver,137886.71,Yes,1
CUST024299,Monica,Pena,26,M,UK,North Dorothy,martinezcarl@example.com,7197830270,2020-06-16 08:59:17.123571,2021-03-19 22:17:36.898568,333738.0,1400.0,Electronics,2.0,Bronze,92894.76,Yes,1
CUST010709,Lauren,Moore,32,M,PK,Whiteshire,ccooper@example.com,0016642929495,2019-08-23 14:45:03.699036,2020-07-14 15:17:26.854468,18478.0,1010.0,Electronics,4.0,Silver,40080.63,No,0
CUST040151,Charles,Carter,71,F,PK,New Bill,brian63@example.com,2042581896,2021-05-29 16:41:13.656736,2022-01-03 13:08:52.985329,367239.0,390.0,Clothing,1.0,Bronze,107113.99,No,1
CUST023110,Max,Parker,55,M,USA,New Valeriemouth,meyeredward@example.net,+13449507049,2020-05-21 07:45:29.079290,2021-02-26 04:56:08.337683,491429.0,1360.0,Food,2.0,Bronze,152372.12,Yes,0
CUST013028,Ashley,Richard,70,M,PK,New Katrinaview,brookssteven@example.com,(977)7616004,2019-10-13 10:11:10.254702,2020-08-26 00:08:09.892898,117688.0,750.0,Books,2.0,Bronze,96649.97,No,1
CUST013977,Nicholas,Hardy,27,M,UK,Paulport,xgonzalez@example.org,2538807995,2019-11-03 05:12:47.995679,2020-09-12 08:15:27.945279,192474.0,1100.0,Books,3.0,Bronze,175535.83,Yes,1
CUST071035,Dean,Martin,63,F,UK,Anthonyview,mmiller@example.com,7483306367,2023-04-06 08:53:31.520115,2023-07-21 19:17:59.254792,225578.0,1310.0,Books,3.0,Platinum,68624.93,Yes,1
CUST011231,Tyler,Sullivan,68,F,PK,East Jason,nsmith@example.org,8684402729,2019-09-04 01:14:32.108721,2020-07-24 04:10:46.710467,324502.0,640.0,Food,4.0,Bronze,89300.79,Yes,0
CUST079068,Timothy,Alvarado,71,M,USA,Christineborough,kelsey07@example.org,2036827047,2023-09-29 09:00:25.380253,2023-12-15 13:38:41.483214,33054.0,1490.0,Food,4.0,Bronze,141755.35,Yes,0
CUST050839,Kirk,Arnold,61,F,GB,West Williambury,richardcook@example.com,3147433315,2022-01-18 20:55:16.497164,2022-07-17 19:40:08.964089,115247.0,1040.0,Books,5.0,Silver,166381.61,Yes,1
CUST023261,Darlene,Walker,67,F,USA,Lake Michael,walltodd@example.net,0017944114219,2020-05-24 15:09:38.561785,2021-02-28 23:08:48.449284,46293.0,930.0,Clothing,3.0,Gold,156968.06,No,1
CUST049438,William,Carter,60,F,GB,New Brendaside,tpaul@example.org,+13974542511,2021-12-19 04:12:43.351633,2022-06-22 05:21:09.120691,281016.0,760.0,Electronics,2.0,Silver,132600.24,No,0
CUST033442,Logan,Moore,34,F,USA,East Jasonville,christopherjohnson@example.com,+14365166086,2021-01-02 16:47:28.636486,2021-09-02 23:21:22.728827,434946.0,1160.0,Beauty,5.0,Gold,175089.72,Yes,0
CUST071750,Elizabeth,Adams,71,M,UK,Ingramfort,njacobson@example.com,4756990818,2023-04-22 00:52:17.215372,2023-08-03 20:48:58.061380,391373.0,790.0,Food,1.0,Gold,37622.29,Yes,1
CUST014457,Lawrence,Kennedy,69,F,USA,Austinmouth,colemandwayne@example.net,(650)5162332,2019-11-13 17:37:08.602286,2020-09-21 02:43:48.962289,162783.0,1400.0,Books,,Gold,61263.76,No,0
CUST087874,Robert,Salazar,27,F,UK,Teresaton,tiffany49@example.org,0016288486103,2024-04-09 07:36:01.425614,2024-05-24 10:56:18.057780,205653.0,1470.0,Beauty,1.0,Gold,45934.68,No,1
CUST088542,Laura,Villanueva,43,M,USA,Port Peter,kevin71@example.org,5166826478,2024-04-23 22:51:54.103141,2024-06-05 15:50:45.306453,110323.0,1370.0,Electronics,1.0,Silver,104749.46,No,0
CUST044295,Kevin,King,50,M,PK,Mistyport,ninanelson@example.org,(603)7484076,2021-08-28 11:47:23.560435,2022-03-20 06:13:38.432184,12296.0,320.0,Food,3.0,Gold,135657.07,No,0
CUST024949,Courtney,Ryan,22,F,PK,Matthewstad,waltonlaurie@example.com,4525893935,2020-06-30 14:47:15.028350,2021-03-31 19:18:30.359103,269563.0,1190.0,Books,1.0,Silver,71335.52,Yes,0
CUST029583,Janet,Cook,74,F,USA,West Jerry,floreshailey@example.org,+19115488714,2020-10-10 03:33:15.967959,2021-06-24 11:14:42.260822,193845.0,1230.0,Books,1.0,Gold,53980.68,No,0
CUST054515,Brian,Ray,41,M,UK,North Tristanside,nancy63@example.net,0014148826006,2022-04-09 09:55:42.309423,2022-09-22 23:32:15.919359,389965.0,1320.0,Books,2.0,Bronze,151983.79,No,1
CUST097673,Nicole,Hoffman,51,F,GB,Dawntown,zhampton@example.org,0016496954722,2024-11-10 00:21:29.100891,2024-11-19 11:38:48.611286,331875.0,230.0,Electronics,1.0,Bronze,168649.2,No,0
CUST035919,Aaron,Cox,42,M,PK,Cynthiaberg,christopher98@example.com,2244266472,2021-02-25 23:18:35.975159,2021-10-18 05:28:55.685356,30057.0,10.0,Electronics,3.0,Platinum,98437.99,Yes,0
CUST069734,Sarah,Davis,38,M,USA,Walterbury,alexandraacosta@example.org,0013542650743,2023-03-08 20:46:02.667626,2023-06-28 00:49:53.789937,332756.0,620.0,Clothing,4.0,Platinum,87392.31,No,0
CUST041166,Theodore,Williams,21,F,USA,South Melanie,edward76@example.com,8515906795,2021-06-20 22:25:12.231122,2022-01-22 02:12:34.927549,106484.0,450.0,Food,5.0,Gold,106768.85,No,1
CUST035741,Douglas,Hayes,37,F,UK,West Kathleenchester,thomasparker@example.com,0013382839599,2021-02-22 01:42:34.333543,2021-10-14 23:25:54.891548,9351.0,420.0,Clothing,,Silver,75858.11,No,0
CUST093687,Daniel,Baker,34,F,USA,East Emilyhaven,christopherduran@example.net,+14647134504,2024-08-14 16:20:19.980199,2024-09-07 15:50:53.082530,460566.0,1000.0,Clothing,5.0,Gold,99776.53,No,1
CUST046234,Philip,Smith,30,M,USA,Johnsonfort,fletchercindy@example.com,5187110437,2021-10-09 23:24:13.802538,2022-04-24 16:26:54.832148,79071.0,810.0,Books,2.0,Bronze,157290.26,Yes,0
CUST037222,David,Snow,26,M,USA,Port Timothyside,gibsonryan@example.com,(498)5878415,2021-03-26 12:29:10.913509,2021-11-11 00:49:38.237782,384348.0,670.0,Books,4.0,Gold,124655.32,No,1
CUST009146,Matthew,Smith,18,M,USA,Sierraland,sanchezelijah@example.com,2814950975,2019-07-20 08:51:17.598775,2020-06-16 01:56:22.917829,488224.0,740.0,Clothing,,Platinum,70835.1,No,0
CUST061825,Madison,May,60,F,PK,New Lisa,ethanmiles@example.net,(761)9439375,2022-09-16 13:51:26.130861,2023-02-03 12:51:30.990909,496457.0,930.0,Clothing,4.0,Gold,115897.8,Yes,0
CUST058466,Christopher,Pennington,18,M,USA,South Travis,robert45@example.com,8889410944,2022-07-04 23:32:34.927549,2022-12-04 03:59:22.415624,117976.0,910.0,Books,5.0,Silver,61925.75,No,1
CUST018554,Angel,Burke,53,F,UK,Paigeburgh,martinmarc@example.net,3739021757,2020-02-11 12:00:25.488254,2020-12-04 23:12:02.851228,406819.0,1490.0,Food,4.0,Bronze,51821.33,No,0
CUST059473,Monica,Ortiz,73,M,UK,Port Cynthialand,littlegeorge@example.com,2024783003,2022-07-27 01:04:09.158491,2022-12-22 13:32:36.007560,232323.0,170.0,Food,1.0,Platinum,181882.58,No,0
CUST023367,Patricia,Murphy,48,F,PK,New Davidchester,mark38@example.org,+17668330356,2020-05-26 22:54:01.112411,2021-03-02 21:37:34.090540,304946.0,1180.0,Food,3.0,Gold,74117.39,No,1
CUST047633,Lance,Green,66,F,UK,Josephstad,gregorysmith@example.org,4212352171,2021-11-09 15:03:40.862208,2022-05-20 05:53:17.587975,309987.0,1130.0,Books,5.0,Silver,156468.07,No,0
CUST098206,Crystal,Howard,68,F,UK,Veronicaton,davidmccoy@example.org,9118769453,2024-11-21 16:38:00.982809,2024-11-29 05:21:32.448924,317723.0,1060.0,Electronics,4.0,Bronze,181211.5,Yes,0
