CustomerID,Full_Name,Age,Gender,Country,City,Email,Phone,Signup_Date,Last_Purchase_Date,Total_Purchase_Amount,Num_Orders,Product_Category,Rating,Loyalty_Tier,Annual_Income,Discount_Used,Churn_Status
CUST082698,Benjamin West,54.0,M,USA,Stephaniebury,james51@example.com,306-897-0806x8557,2023-12-17 21:49:31.217712,2024-02-19 21:20:35.424354,2391.75,133.0,Beauty,3.0,Bronze,84407.81,No,0
CUST021692,Cindy Patrick,24.0,Male,UK,Keithbury,stevengriffith@example.net,001-242-363-2915,2020-04-20 06:06:34.203942,2021-01-31 07:09:53.249932,3594.24,142.0,Electronics,3.0,Bronze,53295.17,True,Active
CUST018857,Jessica Mitchell DVM,62.0,M,Pakistan,Mooremouth,carteralexander@example.org,(497)749-0753,2020-02-18 03:20:17.496174,2020-12-10 12:03:41.618216,946.47,66.0,BOOKS,1.0,bronze,55028.46,True,ACTIVE
CUST013739,Andrea Wilson,39.0,female,UK,Port Randy,boydnicholas@example.org,001-383-659-7475,2019-10-29 00:03:43.778237,2020-09-07 23:53:54.524345,2922.44,97.0,Food,3.0,Silver,84269.62,1,Active
CUST009166,Rhonda Orozco,21.0,male,Pakistan,Lake Gregory,amanda38@example.org,001-503-351-6837,2019-07-20 19:22:18.457384,2020-06-16 10:42:33.793537,720.26,112.0,Clothing,1.0,Gold,193021.29,False,1
CUST070878,Kaitlyn Jackson,19.0,male,United States,North Michelle,rlozano@example.com,(249)433-0824,2023-04-02 22:20:03.780037,2023-07-18 22:27:27.880478,2876.32,149.0,CLOTHING,1.0,Bronze,161801.38,True,Churned
CUST072804,Pamela Edwards,40.0,Female,PK,New Brittany,hesterevelyn@example.net,977-653-8618x183,2023-05-15 03:06:44.464044,2023-08-23 02:58:43.211232,1940.51,80.0,Food,2.0,bronze,90970.78,0,Churned
CUST004772,Monica Campbell,69.0,F,United States,Nathanstad,sbuck@example.com,984.839.9360x5389,2019-04-15 12:48:27.821078,2020-03-28 04:00:32.400324,1998.09,79.0,BOOKS,,Gold,59582.0,No,1
CUST053562,Theresa Davis,59.0,FEMALE,USA,East Lauren,sarahmarquez@example.net,617.705.4953x96713,2022-03-19 12:47:52.396723,2022-09-05 13:39:43.691836,651.82,31.0,CLOTHING,,bronze,126395.58,0,active
CUST043473,Jennifer Walker,23.0,M,pakistan,West Sherry,rebeccalopez@example.com,706.841.2014x443,2021-08-10 11:32:42.271622,2022-03-05 05:47:35.440554,2828.09,56.0,Clothing,,Bronze,123643.75,no,Churned
CUST033686,William Torres,43.0,FEMALE,Pakistan,Scottmouth,kylie26@example.net,6317861191,2021-01-08 01:05:51.111511,2021-09-07 10:20:47.412474,2186.05,99.0,food,2.0,silver,196788.08,True,Churned
CUST039878,Matthew Johnson,59.0,female,USA,Andersontown,alyssa02@example.net,+1-444-862-0853,2021-05-23 17:07:52.936729,2021-12-29 13:26:30.531905,1980.22,75.0,food,5.0,bronze,148083.16,False,0
CUST007124,Clinton Miller,51.0,Female,USA,North Melaniemouth,schneiderlisa@example.org,001-658-369-6636x6560,2019-06-06 01:35:44.793447,2020-05-10 03:19:27.383673,3993.23,84.0,electronics,3.0,Bronze,44791.57,Yes,churned
CUST091560,Kevin Curry,31.0,MALE,United Kingdom,Kevinfurt,michellebowers@example.com,3942357669,2024-06-29 01:51:57.667176,2024-07-30 19:11:30.450904,3440.16,48.0,electronics,1.0,Silver,159900.45,YES,churned
CUST042612,Eugene Thompson,47.0,FEMALE,PK,East Kathleenshire,tyler70@example.org,(466)501-1508x3768,2021-07-22 14:47:32.308523,2022-02-17 12:15:29.241292,1589.91,138.0,Clothing,,Gold,138568.83,No,0
CUST051836,Sean Lane,65.0,F,usa,West Kyleburgh,kathrynorr@example.org,876.255.9414x22995,2022-02-09 17:11:20.298802,2022-08-05 00:50:17.118171,289.79,92.0,Beauty,5.0,Silver,83190.5,NO,1
CUST027155,Samuel Travis,43.0,Female,United States,New Johnbury,qrivera@example.org,+1-598-724-4615,2020-08-17 22:48:07.732877,2021-05-11 02:36:17.949779,3733.4,103.0,Electronics,1.0,Bronze,119779.23,YES,churned
CUST066263,Nicholas Smith,55.0,M,United Kingdom,Robinsonbury,anthonypatterson@example.com,844-347-5729,2022-12-22 19:33:30.656106,2023-04-25 14:51:08.310683,4473.71,71.0,food,5.0,Platinum,,1,Churned
CUST062530,Brianna Williams,57.0,MALE,UK,North Daniel,mary77@example.com,438.873.2294,2022-10-02 00:34:41.396813,2023-02-16 09:59:24.359643,17.99,127.0,BOOKS,1.0,GOLD,191170.85,True,active
CUST090512,Barbara Johnston,70.0,MALE,PK,New Daniellestad,donald30@example.net,318-852-0077x512,2024-06-06 02:46:48.676086,2024-07-11 15:39:36.563765,1497.93,10.0,electronics,5.0,GOLD,111253.53,True,active
CUST003031,Kelly Herring,40.0,Female,uk,Tinafurt,oholland@example.net,+1-507-200-9671x62923,2019-03-08 09:18:40.079200,2020-02-25 08:36:27.669876,4993.76,55.0,Electronics,3.0,bronze,142493.8,YES,0
CUST095254,Christopher Alexander,50.0,FEMALE,pakistan,Hendersonview,coxchristopher@example.com,(959)970-7282x41225,2024-09-18 00:20:18.252182,2024-10-06 06:57:11.194311,2927.35,99.0,food,,Gold,129140.86,yes,0
CUST045609,Michelle Bennett,53.0,F,United States,Vanessaland,,001-260-680-8583,2021-09-26 06:45:01.971019,2022-04-13 06:23:44.966249,3131.48,135.0,food,1.0,Silver,106669.55,yes,Active
CUST054176,Anthony Roberts,49.0,male,PK,West Kenneth,sara52@example.org,798.528.2371,2022-04-01 23:40:00.756007,2022-09-16 18:53:29.576095,3880.76,122.0,CLOTHING,,Gold,190861.48,no,Active
CUST022804,Kyle Flores,72.0,female,USA,South John,xterry@example.net,(389)988-8476x99403,2020-05-14 14:50:57.942579,2021-02-20 14:45:33.939339,35.6,108.0,Clothing,2.0,Silver,118956.92,YES,active
CUST077579,Anthony Marsh,34.0,Male,pakistan,Johnport,samanthaeverett@example.com,313.875.8364,2023-08-27 18:01:24.456844,2023-11-18 08:44:29.786697,1556.04,146.0,Books,2.0,GOLD,47546.43,False,1
CUST090586,Gary Bowman,71.0,Female,pakistan,New Gina,ronald57@example.org,239-601-3309,2024-06-07 17:41:33.852938,2024-07-13 00:06:28.803888,4101.99,67.0,Books,2.0,Gold,113351.64,yes,churned
CUST052204,Anna Gonzalez,34.0,FEMALE,Pakistan,Brianburgh,max31@example.com,(639)582-0417x7616,2022-02-17 18:42:00.097200,2022-08-11 18:12:01.231212,4626.43,121.0,Electronics,,Platinum,196700.09,YES,1
CUST021651,Christine Logan,33.0,FEMALE,UK,New Sue,mreeves@example.com,001-697-818-4211,2020-04-19 08:32:59.443794,2021-01-30 13:11:12.954729,1906.42,94.0,electronics,,silver,144173.28,1,1
CUST019517,Bradley Reilly,39.0,female,UK,Sarahside,misty61@example.com,(470)421-0924x5380,2020-03-03 14:23:45.830258,2020-12-22 13:27:40.516605,3004.29,92.0,Books,4.0,Silver,44038.34,yes,Active
CUST041740,Samantha White,59.0,Male,Pakistan,North Benjaminfurt,lestersteven@example.net,7272938417,2021-07-03 12:15:18.873188,2022-02-01 13:53:59.060390,4927.88,75.0,Beauty,2.0,Gold,150113.27,1,ACTIVE
CUST035162,Briana Wagner,49.0,Female,GB,Hensleyville,donaldsmith@example.net,566-498-7664x6287,2021-02-09 09:14:42.476824,2021-10-04 09:32:58.039780,1797.62,77.0,Electronics,,GOLD,118045.88,No,Active
CUST000402,Amanda Alvarado,36.0,male,uk,New Zoe,melissawilliams@example.net,001-333-954-3025x319,2019-01-09 18:51:50.215102,2020-01-08 07:49:56.057960,1350.45,1.0,Electronics,,GOLD,135637.81,No,Active
CUST051183,Jeff Leach,44.0,FEMALE,uk,Rachelton,,830-584-9604x551,2022-01-26 09:48:43.265232,2022-07-24 02:30:28.026280,2078.65,56.0,Electronics,5.0,Gold,128990.86,yes,Active
CUST048054,Tony Richards,38.0,F,United States,South Garyport,paynebrenda@example.org,641.819.4679,2021-11-18 20:26:31.935919,2022-05-27 22:29:24.521645,3999.45,124.0,electronics,3.0,silver,39250.81,no,Churned
CUST014833,Donna Evans,33.0,male,UK,Carlosstad,jonesgene@example.com,(206)521-0800x99233,2019-11-21 23:20:12.744127,2020-09-27 23:36:01.425614,2887.76,123.0,CLOTHING,5.0,Silver,31823.16,no,active
CUST090156,Christine Gregory,,M,GB,Lake Derekborough,lawrencerandy@example.org,202.991.7395x3770,2024-05-29 07:34:45.392853,2024-07-05 03:33:34.976149,2261.59,33.0,food,,Bronze,190960.04,NO,1
CUST090766,David Duke,31.0,F,United States,Stevetown,ramirezmaria@example.net,641.597.7864x659,2024-06-11 16:20:41.580415,2024-07-16 07:02:06.685266,1091.69,141.0,CLOTHING,3.0,Platinum,38329.99,no,Churned
CUST063769,Luis Chaney,41.0,Male,pakistan,North Caitlin,martindennis@example.com,674.228.4329,2022-10-29 04:06:01.587615,2023-03-11 01:16:20.109801,3020.44,68.0,food,3.0,GOLD,27205.45,Yes,Churned
CUST046895,Janet Landry,30.0,FEMALE,pakistan,Danielleview,jeremiahmurillo@example.com,244-706-6054x951,2021-10-24 10:59:15.179551,2022-05-06 18:17:12.274322,1410.65,147.0,Food,5.0,GOLD,152933.21,0,Active
CUST059697,Matthew Thomas,26.0,male,pakistan,Coleborough,ashleybrown@example.net,954.518.4330x6051,2022-07-31 22:51:30.774907,2022-12-26 15:45:49.815498,2847.95,50.0,electronics,4.0,silver,132012.87,True,1
CUST086742,Debra Jenkins,25.0,female,Pakistan,Cannonshire,andrewshelton@example.org,900-427-5100,2024-03-15 12:20:36.828368,2024-05-03 18:34:26.492664,3032.01,54.0,Food,4.0,Platinum,65264.89,Yes,churned
CUST038891,Tiffany Potter,34.0,Male,United Kingdom,West Steven,kyle22@example.org,647-650-5095,2021-05-02 02:07:19.564395,2021-12-11 12:39:27.815678,323.72,53.0,Beauty,2.0,Platinum,70626.09,YES,Churned
CUST077122,Crystal Schmidt,53.0,FEMALE,pakistan,North Laura,sydneyortiz@example.net,+1-287-725-1272x85944,2023-08-17 17:42:43.837638,2023-11-10 00:21:15.276752,2031.02,22.0,Books,3.0,Silver,184214.81,NO,active
CUST062584,Mr. Andrew Stevenson,26.0,FEMALE,United Kingdom,East Jennifer,angelasmith@example.org,+1-933-238-3607x5438,2022-10-03 04:58:25.715057,2023-02-17 09:40:05.724057,372.55,58.0,Food,2.0,Gold,154117.93,YES,1
CUST013837,Shannon Green,24.0,F,United Kingdom,Amychester,samantha34@example.com,(317)309-4698,2019-10-31 03:35:41.985419,2020-09-09 18:52:11.815318,62.64,124.0,Food,5.0,bronze,93362.21,True,1
CUST052936,Chad Bean,59.0,male,GB,Johnsontown,kathyalvarez@example.net,782.518.7875,2022-03-05 19:37:07.522275,2022-08-25 03:10:15.282152,595.78,80.0,Electronics,1.0,Platinum,62480.1,YES,active
CUST086172,Cynthia Copeland,28.0,Female,pakistan,North Jeremy,bridgeslauren@example.com,+1-329-421-9162x42745,2024-03-03 00:36:42.358023,2024-04-23 08:38:16.534965,2732.29,40.0,Electronics,2.0,bronze,68134.92,1,0
CUST089816,Christopher Lucas,69.0,F,Pakistan,Jessicabury,brian75@example.org,001-385-544-1156,2024-05-21 20:47:30.796507,2024-06-28 22:28:30.089100,3835.57,22.0,food,1.0,Bronze,57828.91,NO,0
CUST089482,Maria Oliver,36.0,FEMALE,USA,Kimberlystad,tiffany24@example.org,962-557-7301x1088,2024-05-14 13:09:34.457744,2024-06-22 20:01:16.464764,4892.36,32.0,Beauty,4.0,Silver,36276.14,yes,0
CUST094210,Jason Knapp,49.0,M,Pakistan,South Frank,hharvey@example.net,(429)764-0999x21989,2024-08-26 03:21:21.432814,2024-09-17 05:10:31.482314,4246.73,145.0,Electronics,4.0,Bronze,137412.3,Yes,Active
CUST009148,Dean Brooks,28.0,Female,USA,East Rachel,aclarke@example.com,(413)282-8487x7183,2019-07-20 09:54:23.684636,2020-06-16 02:49:00.005400,4395.68,72.0,food,3.0,GOLD,30930.69,YES,Churned
CUST014737,Michael Huff,55.0,female,pakistan,North Jessemouth,ryantorres@example.org,001-566-916-1879x4528,2019-11-19 20:51:20.622806,2020-09-26 05:30:21.222212,4126.51,144.0,Clothing,4.0,Bronze,131214.93,no,0
CUST055971,Scott Washington,18.0,MALE,PK,Josephbury,jeansmith@example.net,+1-316-938-3851x52236,2022-05-11 07:33:32.816128,2022-10-19 13:58:15.670956,615.29,106.0,Food,3.0,bronze,141051.27,True,churned
CUST089605,Krista Butler,74.0,Female,USA,West Elizabethborough,msimmons@example.org,542-410-6503x6462,2024-05-17 05:50:18.738187,2024-06-25 01:57:17.350373,1524.31,40.0,Food,3.0,Bronze,30969.23,NO,active
CUST047409,Ashley Hensley,49.0,female,GB,Marshallbury,david98@example.net,839-549-8982,2021-11-04 17:16:19.245792,2022-05-16 03:40:03.780037,4609.64,81.0,BOOKS,4.0,Gold,,False,Active
CUST035833,Corey Walton,55.0,FEMALE,United Kingdom,New Angela,daniel10@example.com,(583)634-2298,2021-02-24 02:05:14.283142,2021-10-16 15:46:20.919809,315.7,79.0,Books,1.0,Gold,150203.89,0,Active
CUST099967,Amy Vega,39.0,M,USA,Brianaville,beanholly@example.net,(287)980-3063x2770,2024-12-30 06:38:49.583295,2024-12-31 09:31:48.055080,2961.73,15.0,Clothing,3.0,silver,176041.95,Yes,0
CUST017959,Michelle Scott,39.0,M,UK,Lake Lynnport,judy06@example.net,001-878-280-2804x83198,2020-01-29 11:07:44.944649,2020-11-24 02:18:09.298892,2341.22,127.0,Clothing,1.0,silver,93186.91,yes,0
CUST026108,Jose Wright,18.0,F,PK,East Carol,ncooke@example.com,728-448-2268x05893,2020-07-26 00:14:31.784717,2021-04-21 23:30:42.606426,2809.27,98.0,Electronics,4.0,Bronze,61291.03,0,Churned
CUST041442,Martin Lynch,69.0,FEMALE,usa,Younghaven,,(333)539-1844x571,2021-06-26 23:33:12.079920,2022-01-27 03:13:53.012330,1009.35,51.0,Books,4.0,Silver,137886.71,True,Churned
CUST024299,Monica Pena,26.0,male,UK,North Dorothy,martinezcarl@example.com,719.783.0270x77226,2020-06-16 08:59:17.123571,2021-03-19 22:17:36.898568,3337.38,140.0,Electronics,2.0,Bronze,92894.76,1,churned
CUST010709,Lauren Moore,32.0,M,PK,Whiteshire,ccooper@example.com,001-664-292-9495x923,2019-08-23 14:45:03.699036,2020-07-14 15:17:26.854468,1847.8,101.0,electronics,4.0,Silver,40080.63,0,Active
CUST040151,Charles Carter,71.0,female,pakistan,New Bill,brian63@example.com,204.258.1896x1410,2021-05-29 16:41:13.656736,2022-01-03 13:08:52.985329,3672.39,39.0,CLOTHING,1.0,bronze,107113.99,False,Churned
CUST023110,Max Parker,55.0,MALE,usa,New Valeriemouth,meyeredward@example.net,+1-344-950-7049x448,2020-05-21 07:45:29.079290,2021-02-26 04:56:08.337683,4914.29,136.0,food,2.0,Bronze,152372.12,YES,Active
CUST013028,Ashley Richard,70.0,MALE,PK,New Katrinaview,brookssteven@example.com,(977)761-6004,2019-10-13 10:11:10.254702,2020-08-26 00:08:09.892898,1176.88,75.0,Books,2.0,bronze,96649.97,No,1
CUST013977,Nicholas Hardy,27.0,MALE,uk,Paulport,xgonzalez@example.org,253-880-7995x7800,2019-11-03 05:12:47.995679,2020-09-12 08:15:27.945279,1924.74,110.0,BOOKS,3.0,Bronze,175535.83,Yes,churned
CUST071035,Dean Martin,63.0,FEMALE,UK,Anthonyview,mmiller@example.com,748-330-6367x81097,2023-04-06 08:53:31.520115,2023-07-21 19:17:59.254792,2255.78,131.0,Books,3.0,Platinum,68624.93,yes,1
CUST011231,Tyler Sullivan,68.0,female,Pakistan,East Jason,nsmith@example.org,868-440-2729,2019-09-04 01:14:32.108721,2020-07-24 04:10:46.710467,3245.02,64.0,Food,4.0,bronze,89300.79,YES,active
CUST079068,Timothy Alvarado,71.0,M,usa,Christineborough,kelsey07@example.org,2036827047,2023-09-29 09:00:25.380253,2023-12-15 13:38:41.483214,330.54,149.0,food,4.0,bronze,141755.35,YES,Active
CUST050839,Kirk Arnold,61.0,F,GB,West Williambury,richardcook@example.com,314-743-3315,2022-01-18 20:55:16.497164,2022-07-17 19:40:08.964089,1152.47,104.0,BOOKS,5.0,Silver,166381.61,yes,Churned
CUST023261,Darlene Walker,67.0,female,USA,Lake Michael,walltodd@example.net,001-794-411-4219x78192,2020-05-24 15:09:38.561785,2021-02-28 23:08:48.449284,4629.3,93.0,Clothing,3.0,GOLD,156968.06,0,churned
CUST049438,William Carter,60.0,Female,GB,New Brendaside,tpaul@example.org,+1-397-454-2511x269,2021-12-19 04:12:43.351633,2022-06-22 05:21:09.120691,2810.16,76.0,Electronics,2.0,Silver,132600.24,0,ACTIVE
CUST033442,Logan Moore,34.0,F,USA,East Jasonville,christopherjohnson@example.com,+1-436-516-6086x399,2021-01-02 16:47:28.636486,2021-09-02 23:21:22.728827,4349.46,116.0,Beauty,5.0,GOLD,175089.72,yes,Active
CUST071750,Elizabeth Adams,71.0,M,uk,Ingramfort,njacobson@example.com,475-699-0818x2330,2023-04-22 00:52:17.215372,2023-08-03 20:48:58.061380,3913.73,79.0,Food,1.0,Gold,37622.29,Yes,churned
CUST014457,Lawrence Kennedy,69.0,FEMALE,United States,Austinmouth,colemandwayne@example.net,(650)516-2332x5529,2019-11-13 17:37:08.602286,2020-09-21 02:43:48.962289,1627.83,140.0,BOOKS,,Gold,61263.76,0,ACTIVE
CUST087874,Robert Salazar,27.0,Female,uk,Teresaton,tiffany49@example.org,001-628-848-6103x6997,2024-04-09 07:36:01.425614,2024-05-24 10:56:18.057780,2056.53,147.0,Beauty,1.0,Gold,45934.68,False,Churned
CUST088542,Laura Villanueva,43.0,male,USA,Port Peter,kevin71@example.org,516-682-6478x26647,2024-04-23 22:51:54.103141,2024-06-05 15:50:45.306453,1103.23,137.0,electronics,1.0,silver,104749.46,no,0
CUST044295,Kevin King,50.0,male,PK,Mistyport,ninanelson@example.org,(603)748-4076,2021-08-28 11:47:23.560435,2022-03-20 06:13:38.432184,122.96,32.0,food,3.0,Gold,135657.07,NO,Active
CUST024949,Courtney Ryan,22.0,female,pakistan,Matthewstad,waltonlaurie@example.com,452-589-3935,2020-06-30 14:47:15.028350,2021-03-31 19:18:30.359103,2695.63,119.0,BOOKS,1.0,Silver,71335.52,yes,Active
CUST029583,Janet Cook,74.0,FEMALE,usa,West Jerry,floreshailey@example.org,+1-911-548-8714x0138,2020-10-10 03:33:15.967959,2021-06-24 11:14:42.260822,1938.45,123.0,BOOKS,1.0,GOLD,53980.68,False,Active
CUST054515,Brian Ray,41.0,Male,United Kingdom,North Tristanside,nancy63@example.net,001-414-882-6006,2022-04-09 09:55:42.309423,2022-09-22 23:32:15.919359,3899.65,132.0,Books,2.0,bronze,151983.79,0,1
CUST097673,Nicole Hoffman,51.0,Female,GB,Dawntown,zhampton@example.org,001-649-695-4722x371,2024-11-10 00:21:29.100891,2024-11-19 11:38:48.611286,3318.75,23.0,Electronics,1.0,Bronze,168649.2,NO,ACTIVE
CUST035919,Aaron Cox,42.0,M,pakistan,Cynthiaberg,christopher98@example.com,224.426.6472,2021-02-25 23:18:35.975159,2021-10-18 05:28:55.685356,300.57,1.0,Electronics,3.0,Platinum,98437.99,YES,Active
CUST069734,Sarah Davis,38.0,MALE,United States,Walterbury,alexandraacosta@example.org,001-354-265-0743x7910,2023-03-08 20:46:02.667626,2023-06-28 00:49:53.789937,3327.56,62.0,CLOTHING,4.0,Platinum,87392.31,No,ACTIVE
CUST041166,Theodore Williams,21.0,F,USA,South Melanie,edward76@example.com,851-590-6795x6738,2021-06-20 22:25:12.231122,2022-01-22 02:12:34.927549,1064.84,45.0,food,5.0,Gold,106768.85,NO,churned
CUST035741,Douglas Hayes,37.0,FEMALE,uk,West Kathleenchester,thomasparker@example.com,001-338-283-9599x1860,2021-02-22 01:42:34.333543,2021-10-14 23:25:54.891548,935.1,42.0,CLOTHING,,silver,75858.11,no,0
CUST093687,Daniel Baker,34.0,F,United States,East Emilyhaven,christopherduran@example.net,+1-464-713-4504x567,2024-08-14 16:20:19.980199,2024-09-07 15:50:53.082530,4605.66,100.0,CLOTHING,5.0,GOLD,99776.53,0,1
CUST046234,Philip Smith,30.0,Male,USA,Johnsonfort,fletchercindy@example.com,518-711-0437x82227,2021-10-09 23:24:13.802538,2022-04-24 16:26:54.832148,790.71,81.0,BOOKS,2.0,Bronze,157290.26,yes,0
CUST037222,David Snow,26.0,Male,United States,Port Timothyside,gibsonryan@example.com,(498)587-8415,2021-03-26 12:29:10.913509,2021-11-11 00:49:38.237782,3843.48,67.0,BOOKS,4.0,GOLD,124655.32,no,1
